effect_type,model_key,feature,n_effects,mean_effect,mean_abs_effect,median_abs_effect,sd_effect,se_effect
filmstock_by_lighting,chatgpt_image_2,hue_hist_12bin_09,36,-0.01076417499118381,0.03420077429877387,0.022161483764648438,0.048380808493353675,0.008063468082225612
filmstock_by_lighting,chatgpt_image_2,hue_hist_12bin_10,36,-0.0028527842627631295,0.018257432513766818,0.012093544006347656,0.024633308671376156,0.004105551445229359
filmstock_by_lighting,chatgpt_image_2,hue_hist_12bin_11,36,-0.0028949048784044054,0.055241028467814125,0.04588174819946289,0.07561210130737356,0.012602016884562259
filmstock_by_lighting,chatgpt_image_2,hue_magenta_share,36,-0.009715147856103695,0.03152833633419225,0.023829978775626398,0.04227425687861154,0.00704570947976859
filmstock_by_lighting,chatgpt_image_2,hue_red_orange_highlight_share,36,0.06618080294227438,0.40618421014559103,0.36717779152021146,0.5164562810149067,0.08607604683581778
filmstock_by_lighting,chatgpt_image_2,hue_red_orange_share,36,0.050268051734734004,0.2029966256761475,0.13000174294496236,0.2793523566730281,0.04655872611217135
filmstock_by_lighting,chatgpt_image_2,hue_resultant_length,36,0.050714261311490864,0.33245519529601897,0.2705758913417581,0.3928784712958589,0.06547974521597648
filmstock_by_lighting,chatgpt_image_2,hue_teal_cyan_shadow_share,36,0.044360617103302476,0.07831064517692907,0.05972112341170536,0.09558239770658122,0.015930399617763536
filmstock_by_lighting,chatgpt_image_2,hue_teal_cyan_share,36,-0.04799507528692093,0.22573860989229566,0.16675926533776403,0.2877332756833504,0.047955545947225064
filmstock_by_lighting,chatgpt_image_2,hue_warm_share,36,0.08463164942254495,0.23215270004820704,0.17957142063237413,0.3017785060758579,0.050296417679309646
